Dates,BA,NOC
2013-05-07,94.79,77.21
2013-05-06,94.19,77.06
2013-05-03,93.74,76.84
2013-05-02,92.21,76.31
2013-05-01,91.18,75.65
2013-04-30,91.41,75.74
2013-04-29,91.9,74.96
2013-04-26,92.85,74.24
2013-04-25,91.67,74.49
2013-04-24,90.83,73.77
2013-04-23,88.18,71.49
2013-04-22,86.94,70.78
2013-04-19,87.96,70.98
2013-04-18,86.12,69.87
2013-04-17,86.69,70.12
2013-04-16,86.89,71.29
2013-04-15,86.77,70.83
2013-04-12,88.89,72.11
2013-04-11,88.53,72.45
2013-04-10,87.82,71.77
2013-04-09,87.21,71.56
2013-04-08,86.75,71.72
2013-04-05,86.17,71.56
2013-04-04,84.95,71.07
2013-04-03,84.36,70.18
2013-04-02,84.09,69.4
2013-04-01,85.25,69.9
2013-03-28,85.85,70.15
2013-03-27,86.2,69.9
2013-03-26,86.62,69.29
2013-03-25,84.85,67.91
2013-03-22,84.82,68.05
2013-03-21,84.33,68.0
2013-03-20,85.37,68.64
2013-03-19,85.51,68.44
2013-03-18,85.18,68.43
2013-03-15,86.43,68.8
2013-03-14,84.62,67.54
2013-03-13,84.75,67.18
2013-03-12,84.16,66.23
2013-03-11,82.94,66.12
2013-03-08,81.23,65.96
2013-03-07,81.05,65.27
2013-03-06,79.08,64.96
2013-03-05,78.66,64.91
2013-03-04,77.09,64.38
2013-03-01,77.28,65.52
2013-02-28,76.9,65.68
2013-02-27,77.36,65.97
2013-02-26,75.65,65.06
2013-02-25,75.03,64.75
2013-02-22,76.66,65.97
2013-02-21,76.01,65.37
2013-02-20,74.78,66.04
2013-02-19,74.65,66.2
2013-02-15,75.03,65.63
2013-02-14,74.93,65.8
2013-02-13,74.78,65.76
2013-02-12,75.99,66.34
2013-02-11,75.87,66.12
2013-02-08,76.56,66.09
2013-02-07,77.43,65.69
2013-02-06,76.29,65.2
2013-02-05,75.89,64.88
2013-02-04,75.21,64.38
2013-02-01,74.87,65.13
2013-01-31,73.87,65.04
2013-01-30,74.59,66.34
2013-01-29,73.65,66.77
2013-01-28,74.0,66.57
2013-01-25,75.03,67.74
2013-01-24,75.32,68.23
2013-01-23,74.29,68.71
2013-01-22,74.16,68.35
2013-01-18,75.04,67.49
2013-01-17,75.26,67.14
2013-01-16,74.34,66.85
2013-01-15,76.94,67.48
2013-01-14,76.55,67.22
2013-01-11,75.16,67.07
2013-01-10,77.09,67.4
2013-01-09,76.76,67.04
2013-01-08,74.13,67.34
2013-01-07,76.13,68.67
2013-01-04,77.69,68.76
2013-01-03,77.47,67.94
2013-01-02,77.07,68.17
2012-12-31,75.36,67.58
2012-12-28,74.69,66.76
2012-12-27,75.83,67.74
2012-12-26,76.02,68.02
2012-12-24,75.97,68.69
2012-12-21,76.17,68.63
2012-12-20,76.2,69.0
2012-12-19,75.51,68.7
2012-12-18,75.52,68.51
2012-12-17,74.65,67.13
2012-12-14,74.02,66.8
2012-12-13,74.32,67.37
2012-12-12,75.47,68.15
2012-12-11,75.82,67.95
2012-12-10,75.53,68.04
2012-12-07,74.64,67.53
2012-12-06,73.98,67.27
2012-12-05,73.87,66.76
2012-12-04,74.05,66.65
2012-12-03,74.02,65.79
2012-11-30,74.28,66.7
2012-11-29,74.12,66.65
2012-11-28,74.09,66.06
2012-11-27,74.49,65.33
2012-11-26,74.27,64.99
2012-11-23,73.74,65.36
2012-11-21,73.15,64.93
2012-11-20,72.54,65.08
2012-11-19,71.96,64.72
2012-11-16,70.77,63.57
2012-11-15,71.04,63.23
2012-11-14,71.29,63.59
2012-11-13,73.36,65.37
2012-11-12,73.69,65.4
2012-11-09,73.25,65.6
2012-11-08,70.98,65.42
2012-11-07,70.11,66.7
2012-11-06,72.02,69.88
2012-11-05,70.41,68.96
2012-11-02,70.05,68.98
2012-11-01,70.79,68.92
2012-10-31,70.44,68.69
2012-10-26,71.11,68.02
2012-10-25,71.54,69.04
2012-10-24,72.71,69.33
2012-10-23,72.82,69.66
2012-10-22,73.7,70.2
2012-10-19,74.01,70.27
2012-10-18,74.26,71.13
2012-10-17,73.63,70.6
2012-10-16,73.48,70.36
2012-10-15,72.25,69.46
2012-10-12,71.85,68.82
2012-10-11,70.83,68.64
2012-10-10,70.34,68.21
2012-10-09,70.64,69.0
2012-10-08,70.57,69.09
2012-10-05,70.89,69.41
2012-10-04,69.94,68.79
2012-10-03,69.86,68.08
2012-10-02,69.53,67.86
2012-10-01,70.01,67.58
2012-09-28,69.595,66.43
2012-09-27,70.1,66.47
2012-09-26,70.25,66.19
2012-09-25,69.38,65.79
2012-09-24,70.03,66.56
2012-09-21,69.97,66.89
2012-09-20,69.85,66.94
2012-09-19,69.9,66.9
2012-09-18,70.45,66.89
2012-09-17,69.92,66.48
2012-09-14,71.28,66.33
2012-09-13,71.58,67.01
2012-09-12,70.96,67.93
2012-09-11,71.27,67.42
2012-09-10,71.08,67.05
2012-09-07,72.89,67.37
2012-09-06,72.82,67.69
2012-09-05,71.92,66.52
2012-09-04,70.87,66.75
2012-08-31,71.4,66.89
2012-08-30,70.82,66.56
2012-08-29,71.44,67.25
2012-08-28,71.52,66.91
2012-08-27,71.38,67.11
2012-08-24,71.09,67.4
2012-08-23,70.36,66.92
2012-08-22,72.8,68.34
2012-08-21,73.27,69.52
2012-08-20,73.83,69.75
2012-08-17,73.91,69.32
2012-08-16,73.64,68.79
2012-08-15,73.07,68.28
2012-08-14,73.81,68.36
2012-08-13,74.19,68.67
2012-08-10,74.21,68.5
2012-08-09,74.28,68.4
2012-08-08,74.6,67.85
2012-08-07,74.46,67.2
2012-08-06,72.89,66.31
2012-08-03,72.81,66.37
2012-08-02,71.99,65.61
2012-08-01,72.77,65.84
2012-07-31,73.91,66.2
2012-07-30,74.86,66.76
2012-07-27,75.51,65.8
2012-07-26,74.91,64.8
2012-07-25,74.03,63.91
2012-07-24,72.03,64.18
2012-07-23,72.91,63.76
2012-07-20,73.89,64.76
2012-07-19,74.86,65.12
2012-07-18,73.89,65.12
2012-07-17,73.11,64.13
2012-07-16,72.97,63.49
2012-07-13,73.51,63.79
2012-07-12,71.71,62.16
2012-07-11,71.52,62.82
2012-07-10,73.22,63.08
2012-07-09,74.03,63.61
2012-07-06,73.69,63.47
2012-07-05,74.44,63.93
2012-07-03,74.27,63.94
2012-07-02,73.18,63.54
2012-06-29,74.3,63.79
2012-06-28,71.58,61.73
2012-06-27,71.87,62.13
2012-06-26,70.93,61.08
2012-06-25,71.05,61.48
2012-06-22,71.96,62.11
2012-06-21,71.37,61.84
2012-06-20,73.01,62.29
2012-06-19,72.92,62.24
2012-06-18,71.9,61.52
2012-06-15,71.99,61.18
2012-06-14,71.85,60.53
2012-06-13,72.06,59.75
2012-06-12,72.58,59.93
2012-06-11,70.11,59.28
2012-06-08,69.94,59.77
2012-06-07,69.95,59.35
2012-06-06,69.02,58.59
2012-06-05,67.58,57.29
2012-06-04,67.5,57.11
2012-06-01,67.24,57.42
2012-05-31,69.61,58.75
2012-05-30,69.39,58.85
2012-05-29,70.4,58.98
2012-05-25,70.0,58.5
2012-05-24,71.39,58.81
2012-05-23,71.57,58.64
2012-05-22,71.48,59.1
2012-05-21,71.78,58.99
2012-05-18,69.15,58.08
2012-05-17,69.73,58.5
2012-05-16,72.35,59.57
2012-05-15,72.58,59.8
2012-05-14,73.12,60.11
2012-05-11,73.56,59.91
2012-05-10,73.8,60.7
2012-05-09,74.05,60.68
2012-05-08,75.4,61.37
2012-05-07,75.96,61.78
2012-05-04,75.84,61.9
2012-05-03,76.83,62.84
2012-05-02,77.26,63.35
2012-05-01,77.25,63.46
2012-04-30,76.8,63.28
2012-04-27,77.27,63.75
2012-04-26,76.99,63.44
2012-04-25,77.08,63.01
2012-04-24,73.21,62.73
2012-04-23,72.86,61.58
2012-04-20,73.55,61.81
2012-04-19,73.1,61.02
2012-04-18,73.71,61.92
2012-04-17,74.09,61.77
2012-04-16,72.68,61.04
2012-04-13,72.92,60.81
2012-04-12,73.5,61.29
2012-04-11,71.77,60.19
2012-04-10,70.6,59.73
2012-04-09,72.43,60.03
2012-04-05,73.59,60.85
2012-04-04,73.67,61.45
2012-04-03,74.65,61.51
2012-04-02,75.17,61.82
2012-03-30,74.37,61.08
2012-03-29,74.08,60.89
2012-03-28,74.33,60.85
2012-03-27,74.81,61.13
2012-03-26,75.18,61.53
2012-03-23,73.97,60.57
2012-03-22,73.92,60.97
2012-03-21,75.01,60.83
2012-03-20,75.14,61.07
2012-03-19,75.4,61.87
2012-03-16,75.2,61.99
2012-03-15,75.43,61.97
2012-03-14,75.23,62.06
2012-03-13,74.31,61.54
2012-03-12,73.6,60.65
2012-03-09,73.29,60.18
2012-03-08,74.17,60.37
2012-03-07,73.52,59.96
2012-03-06,72.56,59.67
2012-03-05,74.13,59.93
2012-03-02,74.9,59.76
2012-03-01,75.08,60.21
2012-02-29,74.95,59.81
2012-02-28,75.16,59.89
2012-02-27,75.21,60.05
2012-02-24,76.06,59.92
2012-02-23,75.85,59.62
2012-02-22,76.06,60.05
2012-02-21,75.72,59.86
2012-02-17,75.35,60.08
2012-02-16,75.27,59.68
2012-02-15,75.21,59.65
2012-02-14,75.56,60.21
2012-02-13,74.85,60.3
2012-02-10,74.95,59.81
2012-02-09,75.9,60.21
2012-02-08,75.46,60.5
2012-02-07,75.2,59.84
2012-02-06,75.46,58.8
2012-02-03,76.34,58.31
2012-02-02,75.22,58.3
2012-02-01,75.37,59.25
2012-01-31,74.18,58.05
2012-01-30,74.16,58.2
2012-01-27,74.55,58.71
2012-01-26,75.31,59.32
2012-01-25,75.82,59.59
2012-01-24,75.36,60.0
2012-01-23,75.51,60.49
2012-01-20,75.52,61.39
2012-01-19,75.56,61.31
2012-01-18,75.06,60.17
2012-01-17,75.24,59.63
2012-01-13,74.6,58.84
2012-01-12,75.51,59.75
2012-01-11,74.74,58.51
2012-01-10,75.0,58.62
2012-01-09,74.53,57.91
2012-01-06,73.98,57.9
2012-01-05,73.53,58.15
2012-01-04,74.33,58.63
2012-01-03,74.22,58.66
2011-12-30,73.35,58.48
2011-12-29,74.11,58.89
2011-12-28,73.26,58.13
2011-12-27,74.27,58.86
2011-12-23,73.97,58.49
2011-12-22,74.29,57.8
2011-12-21,73.59,57.1
2011-12-20,72.44,56.75
2011-12-19,70.16,55.16
2011-12-16,71.01,55.66
2011-12-15,70.61,55.34
2011-12-14,69.94,55.15
2011-12-13,70.9,55.3
2011-12-12,70.9,55.98
2011-12-09,71.93,56.4
2011-12-08,70.17,55.7
2011-12-07,70.6,56.54
2011-12-06,70.87,57.31
2011-12-05,71.09,57.42
2011-12-02,71.3,56.99
2011-12-01,70.98,57.33
2011-11-30,68.69,57.07
2011-11-29,65.26,55.13
2011-11-28,64.99,54.82
2011-11-25,62.78,53.42
2011-11-23,62.36,52.97
2011-11-22,64.35,54.4
2011-11-21,65.56,55.13
2011-11-18,67.46,56.75
2011-11-17,66.09,56.87
2011-11-16,66.34,58.47
2011-11-15,67.94,59.45
2011-11-14,67.94,58.85
2011-11-11,66.92,59.3
2011-11-10,64.83,58.06
2011-11-09,64.55,57.29
2011-11-08,66.65,58.53
2011-11-07,66.29,58.24
2011-11-04,65.8,57.18
2011-11-03,66.19,57.38
2011-11-02,64.4,55.82
2011-11-01,63.17,54.98
2011-10-31,65.79,57.75
2011-10-28,68.17,57.92
2011-10-27,67.49,57.64
2011-10-26,66.56,55.6
2011-10-25,63.72,56.57
2011-10-24,64.75,56.33
2011-10-21,64.59,55.81
2011-10-20,62.49,54.11
2011-10-19,63.11,54.08
2011-10-18,63.47,54.4
2011-10-17,61.78,53.84
2011-10-14,63.89,54.56
2011-10-13,63.53,54.33
2011-10-12,64.32,55.32
2011-10-11,63.97,54.85
2011-10-10,64.03,54.71
2011-10-07,61.81,52.81
2011-10-06,61.48,52.29
2011-10-05,59.96,51.76
2011-10-04,59.14,51.69
2011-10-03,58.25,50.87
2011-09-30,60.51,52.17
2011-09-29,62.37,53.27
2011-09-28,61.92,52.1
2011-09-27,62.78,53.49
2011-09-26,62.01,52.41
2011-09-23,59.51,51.05
2011-09-22,58.72,51.13
2011-09-21,61.02,51.89
2011-09-20,63.56,53.85
2011-09-19,64.15,53.88
2011-09-16,65.38,54.82
2011-09-15,64.32,54.17
2011-09-14,63.03,52.91
2011-09-13,62.85,52.39
2011-09-12,62.39,52.42
2011-09-09,61.79,51.81
2011-09-08,62.81,52.78
2011-09-07,64.9,53.11
2011-09-06,62.77,51.66
2011-09-02,64.03,51.8
2011-09-01,66.05,53.46
2011-08-31,66.86,54.62
2011-08-30,66.03,54.41
2011-08-29,64.6,53.93
2011-08-26,62.8,52.16
2011-08-25,61.1,51.24
2011-08-24,61.69,52.72
2011-08-23,60.77,51.48
2011-08-22,58.38,50.03
2011-08-19,57.54,49.26
2011-08-18,58.93,50.04
2011-08-17,62.18,52.76
2011-08-16,62.23,53.24
2011-08-15,62.7,53.05
2011-08-12,61.75,51.89
2011-08-11,58.85,51.78
2011-08-10,57.41,50.09
2011-08-09,62.34,53.24
2011-08-08,58.71,51.75
2011-08-05,62.75,55.49
2011-08-04,63.09,55.31
2011-08-03,67.34,57.11
2011-08-02,67.7,57.53
2011-08-01,70.33,59.6
2011-07-29,70.47,60.51
2011-07-28,70.66,60.71
2011-07-27,70.63,62.68
2011-07-26,70.16,65.4
2011-07-25,71.31,65.12
2011-07-22,72.67,65.27
2011-07-21,72.89,65.55
2011-07-20,72.07,64.98
2011-07-19,70.53,64.41
2011-07-18,69.55,64.37
2011-07-15,71.28,64.62
2011-07-14,71.19,65.52
2011-07-13,72.17,66.5
2011-07-12,71.93,66.82
2011-07-11,73.35,67.31
2011-07-08,75.07,67.96
2011-07-07,75.99,68.5
2011-07-06,74.74,70.0
2011-07-05,74.15,69.99
2011-07-01,74.27,70.33
2011-06-30,73.93,69.35
2011-06-29,72.72,68.81
2011-06-28,72.09,68.11
2011-06-27,71.62,66.97
2011-06-24,71.26,66.35
2011-06-23,71.25,66.17
2011-06-22,72.12,66.51
2011-06-21,73.98,66.55
2011-06-20,74.52,65.73
2011-06-17,74.16,64.69
2011-06-16,74.01,64.72
2011-06-15,73.85,63.5
2011-06-14,74.64,64.47
2011-06-13,72.94,63.53
2011-06-10,72.69,62.51
2011-06-09,74.18,63.65
2011-06-08,73.85,63.13
2011-06-07,74.18,63.34
2011-06-06,74.58,63.17
2011-06-03,74.84,63.5
2011-06-02,75.69,63.8
2011-06-01,75.35,63.75
2011-05-31,78.03,65.29
2011-05-27,76.99,64.89
2011-05-26,76.66,64.36
2011-05-25,76.32,64.92
2011-05-24,75.57,65.6
2011-05-23,76.28,65.14
2011-05-20,77.52,64.5
2011-05-19,78.02,65.16
2011-05-18,77.14,64.69
2011-05-17,76.68,64.54
2011-05-16,77.77,64.78
2011-05-13,79.03,64.86
2011-05-12,79.41,65.36
2011-05-11,79.08,64.99
2011-05-10,79.95,65.02
2011-05-09,79.64,64.81
2011-05-06,79.31,64.45
2011-05-05,78.45,64.15
2011-05-04,78.84,64.47
2011-05-03,79.51,65.05
2011-05-02,79.53,64.17
2011-04-29,79.78,63.61
2011-04-28,78.55,63.09
2011-04-27,76.12,62.9
2011-04-26,75.55,62.49
2011-04-25,74.9,61.47
2011-04-21,75.44,61.74
2011-04-20,75.07,61.83
2011-04-19,73.15,60.62
2011-04-18,72.79,60.42
2011-04-15,72.6,61.29
2011-04-14,72.3,61.29
2011-04-13,72.13,61.53
2011-04-12,73.08,62.84
2011-04-11,73.76,62.95
2011-04-08,73.47,62.38
2011-04-07,74.29,62.54
2011-04-06,73.72,62.36
2011-04-05,73.23,62.21
2011-04-04,73.95,62.58
2011-04-01,74.01,62.97
2011-03-31,73.93,62.71
2011-03-30,73.8,62.223
2011-03-29,73.62,61.879
2011-03-28,73.3,61.606
2011-03-25,73.34,62.069
2011-03-24,72.76,61.733
2011-03-23,72.72,61.479
2011-03-22,71.85,61.67
2011-03-21,71.2,61.888
2011-03-18,69.1,60.736
2011-03-17,68.3,60.291
2011-03-16,67.69,58.912
2011-03-15,69.69,59.992
2011-03-14,70.74,60.164
2011-03-11,71.64,59.964
2011-03-10,71.29,60.155
2011-03-09,72.09,61.053
2011-03-08,72.04,60.681
2011-03-07,70.88,59.683
2011-03-04,71.8,60.5
2011-03-03,71.71,61.244
2011-03-02,69.57,60.273
2011-03-01,70.12,59.747
2011-02-28,72.01,60.491
2011-02-25,72.3,60.318
2011-02-24,70.76,60.781
2011-02-23,70.23,60.708
2011-02-22,70.93,61.289
2011-02-18,73.04,62.695
2011-02-17,72.24,62.505
2011-02-16,72.48,62.178
2011-02-15,71.4,62.722
2011-02-14,72.26,62.323
2011-02-11,72.14,63.965
2011-02-10,72.66,64.555
2011-02-09,72.63,65.199
2011-02-08,72.71,64.491
2011-02-07,71.93,63.82
2011-02-04,71.38,63.112
2011-02-03,70.98,63.312
2011-02-02,71.0,63.394
2011-02-01,70.29,63.747
2011-01-31,69.48,62.867
2011-01-28,69.23,61.307
2011-01-27,70.56,62.795
2011-01-26,70.02,62.423
2011-01-25,72.24,63.058
2011-01-24,72.73,62.514
2011-01-21,71.68,63.076
2011-01-20,71.12,63.484
2011-01-19,71.73,62.532
2011-01-18,72.47,62.886
2011-01-14,70.07,60.99
2011-01-13,69.83,60.345
2011-01-12,70.15,60.708
2011-01-11,68.96,60.255
2011-01-10,69.09,60.717
2011-01-07,69.38,61.743
2011-01-06,68.8,60.962
2011-01-05,67.48,59.602
2011-01-04,66.94,59.293
2011-01-03,66.4,59.103
2010-12-31,65.26,58.767
2010-12-30,65.01,58.459
2010-12-29,65.05,58.858
2010-12-28,64.86,58.794
2010-12-27,64.75,58.64
2010-12-23,65.06,58.858
2010-12-22,64.61,59.085
2010-12-21,64.19,58.513
2010-12-20,63.27,58.132
2010-12-17,65.03,58.168
2010-12-16,64.4,58.576
2010-12-15,64.24,57.833
2010-12-14,64.49,58.703
2010-12-13,63.79,58.059
2010-12-10,64.16,58.205
2010-12-09,64.61,57.706
2010-12-08,65.18,58.386
2010-12-07,66.23,58.404
2010-12-06,66.59,57.805
2010-12-03,66.54,57.343
2010-12-02,66.59,58.087
2010-12-01,65.72,57.47
2010-11-30,63.77,55.955
2010-11-29,64.36,55.537
2010-11-26,64.8,56.027
2010-11-24,65.41,56.426
2010-11-23,63.6,55.601
2010-11-22,64.03,56.499
2010-11-19,63.59,57.388
2010-11-18,64.61,57.216
2010-11-17,62.5,56.29
2010-11-16,62.78,56.154
2010-11-15,63.61,57.161
2010-11-12,63.09,57.061
2010-11-11,65.37,58.123
2010-11-10,67.07,59.166
2010-11-09,69.25,59.221
2010-11-08,70.21,59.275
2010-11-05,71.27,59.275
2010-11-04,70.85,59.212
2010-11-03,68.94,58.313
2010-11-02,69.78,58.595
2010-11-01,70.48,57.615
2010-10-29,70.64,57.352
2010-10-28,71.27,56.463
2010-10-27,70.86,55.683
2010-10-26,71.3,55.655
2010-10-25,71.66,55.256
2010-10-22,71.26,56.154
2010-10-21,71.5,55.991
2010-10-20,71.36,55.474
2010-10-19,69.05,54.821
2010-10-18,70.23,55.9
2010-10-15,70.11,56.127
2010-10-14,71.36,56.091
2010-10-13,71.47,56.417
2010-10-12,70.22,56.027
2010-10-11,69.99,56.254
2010-10-08,69.23,56.508
2010-10-07,68.46,56.372
2010-10-06,68.58,56.318
2010-10-05,68.6,56.29
2010-10-04,66.33,54.53
2010-10-01,66.83,54.73
2010-09-30,66.54,55.002
2010-09-29,65.97,54.612
2010-09-28,64.52,54.902
2010-09-27,63.89,54.676
2010-09-24,64.6,54.73
2010-09-23,62.65,53.569
2010-09-22,63.9,53.587
2010-09-21,64.23,54.05
2010-09-20,63.72,54.204
2010-09-17,62.95,53.442
2010-09-16,62.58,52.408
2010-09-15,62.73,52.607
2010-09-14,62.76,52.925
2010-09-13,64.19,53.351
2010-09-10,63.84,53.279
2010-09-09,63.44,51.791
2010-09-08,64.5,51.573
2010-09-07,63.42,51.292
2010-09-03,64.64,52.453
2010-09-02,63.39,52.317
2010-09-01,62.29,51.319
2010-08-31,61.13,49.096
2010-08-30,62.1,49.214
2010-08-27,63.16,50.33
2010-08-26,61.32,49.55
2010-08-25,60.76,50.176
2010-08-24,60.93,50.203
2010-08-23,63.3,51.237
2010-08-20,64.6,52.045
2010-08-19,64.62,51.764
2010-08-18,66.0,52.825
2010-08-17,65.99,52.181
2010-08-16,64.4,51.011
2010-08-13,64.84,51.319
2010-08-12,64.7,51.283
2010-08-11,65.6,51.646
2010-08-10,68.62,53.66
2010-08-09,68.99,54.521
2010-08-06,68.7,54.44
2010-08-05,68.71,53.986
2010-08-04,69.25,53.995
2010-08-03,69.54,53.451
2010-08-02,69.69,53.714
2010-07-30,68.14,53.197
2010-07-29,67.22,53.015
2010-07-28,67.32,52.97
2010-07-27,68.62,52.743
2010-07-26,68.85,53.56
2010-07-23,67.93,52.771
2010-07-22,66.6,52.526
2010-07-21,63.18,50.829
2010-07-20,63.88,51.092
2010-07-19,63.18,50.339
2010-07-16,61.9,49.659
2010-07-15,64.37,51.355
2010-07-14,64.75,51.7
2010-07-13,64.43,50.131
2010-07-12,64.34,49.487
2010-07-09,64.66,50.303
2010-07-08,64.73,50.956
2010-07-07,63.3,50.43
2010-07-06,61.36,49.096
2010-07-02,61.94,49.078
2010-07-01,62.26,49.124
2010-06-30,62.75,49.387
2010-06-29,63.04,50.367
2010-06-28,67.3,52.997
2010-06-25,68.77,53.161
2010-06-24,67.43,53.415
2010-06-23,67.45,54.367
2010-06-22,66.28,54.657
2010-06-21,67.97,55.556
2010-06-18,67.96,56.318
2010-06-17,67.26,55.791
2010-06-16,67.03,55.41
2010-06-15,67.48,54.884
2010-06-14,64.82,54.195
2010-06-11,65.38,54.149
2010-06-10,63.89,53.569
2010-06-09,61.71,52.217
2010-06-08,61.015,52.054
2010-06-07,60.11,51.791
2010-06-04,61.153,52.834
2010-06-03,64.31,55.274
2010-06-02,64.34,55.175
2010-06-01,62.95,54.013
2010-05-28,64.18,54.875
2010-05-27,65.13,55.365
2010-05-26,63.26,54.594
2010-05-25,62.78,55.156
2010-05-24,63.15,54.657
2010-05-21,64.56,55.456
2010-05-20,63.0,54.449
2010-05-19,66.21,56.49
2010-05-18,67.725,57.016
2010-05-17,69.68,57.76
2010-05-14,69.82,57.415
2010-05-13,71.76,58.948
2010-05-12,72.87,59.647
2010-05-11,71.42,58.867
2010-05-10,71.0,58.855
2010-05-07,66.72,57.007
2010-05-06,67.97,58.576
2010-05-05,71.0,60.672
2010-05-04,72.79,60.472
2010-05-03,74.39,62.813
2010-04-30,72.43,61.534
2010-04-29,73.79,62.94
2010-04-28,72.37,62.296
2010-04-27,72.48,60.944
2010-04-26,74.34,62.532
2010-04-23,75.13,62.586
2010-04-22,75.59,62.586
2010-04-21,74.16,62.024
2010-04-20,71.41,61.171
2010-04-19,70.96,60.255
2010-04-16,70.79,59.847
2010-04-15,72.09,60.618
2010-04-14,71.7,60.645
2010-04-13,71.19,60.454
2010-04-12,71.92,60.073
2010-04-09,72.42,60.01
2010-04-08,72.28,59.057
2010-04-07,72.1,59.166
2010-04-06,72.36,59.629
2010-04-05,72.04,60.255
2010-04-01,72.99,60.101
2010-03-31,72.61,59.484
2010-03-30,73.53,59.62
2010-03-29,74.11,59.674
2010-03-26,72.59,59.447
2010-03-25,72.49,58.948
2010-03-24,72.32,58.912
2010-03-23,72.18,59.139
2010-03-22,71.91,58.912
2010-03-19,70.72,59.456
2010-03-18,70.87,59.012
2010-03-17,69.38,58.876
2010-03-16,68.72,58.631
2010-03-15,69.4,58.341
2010-03-12,69.83,58.059
2010-03-11,70.07,58.74
2010-03-10,70.01,58.558
2010-03-09,67.79,58.059
2010-03-08,67.24,58.205
2010-03-05,67.93,58.259
2010-03-04,65.55,57.225
2010-03-03,64.45,56.535
2010-03-02,64.44,57.071
2010-03-01,64.0,57.161
2010-02-26,63.16,55.574
2010-02-25,62.87,55.447
2010-02-24,63.48,55.964
2010-02-23,62.77,55.556
2010-02-22,63.97,55.946
2010-02-19,63.59,55.528
2010-02-18,62.89,55.801
2010-02-17,61.82,54.376
2010-02-16,61.26,54.032
2010-02-12,59.65,53.424
2010-02-11,60.59,53.895
2010-02-10,59.54,53.106
2010-02-09,59.74,54.022
2010-02-08,57.89,52.589
2010-02-05,58.4,52.308
2010-02-04,59.32,52.526
2010-02-03,61.46,53.079
2010-02-02,61.94,52.78
2010-02-01,61.7,52.544
2010-01-29,60.6,51.346
2010-01-28,62.56,51.383
2010-01-27,61.93,51.473
2010-01-26,57.71,50.829
2010-01-25,57.78,50.53
2010-01-22,57.77,50.466
2010-01-21,59.2,51.419
2010-01-20,60.2,52.879
2010-01-19,60.65,53.469
2010-01-15,60.82,53.179
2010-01-14,61.56,53.796
2010-01-13,61.16,53.787
2010-01-12,60.43,52.217
2010-01-11,60.87,52.163
2010-01-08,61.6,52.108
2010-01-07,62.2,52.399
2010-01-06,59.78,51.863
2010-01-05,58.02,51.664
2010-01-04,56.18,51.573
2009-12-31,54.13,50.666
2009-12-30,54.96,51.555
2009-12-29,55.21,51.564
2009-12-28,55.14,51.555
2009-12-24,55.48,50.838
2009-12-23,54.96,50.684
2009-12-22,55.1,50.902
2009-12-21,54.3,50.992
2009-12-18,53.44,50.548
2009-12-17,54.47,50.267
2009-12-16,55.13,50.466
2009-12-15,55.67,50.63
2009-12-14,56.05,51.373
2009-12-11,55.6,50.04
2009-12-10,55.01,49.704
2009-12-09,55.47,49.35
2009-12-08,55.66,49.904
2009-12-07,55.82,50.893
2009-12-04,54.68,50.702
2009-12-03,53.77,49.813
2009-12-02,53.78,50.14
2009-12-01,53.72,50.131
2009-11-30,52.41,49.713
2009-11-27,52.45,49.895
2009-11-25,52.93,50.711
2009-11-24,51.97,50.757
2009-11-23,52.63,50.847
2009-11-20,51.7,49.895
2009-11-19,51.43,49.441
2009-11-18,52.02,50.367
2009-11-17,52.53,50.829
2009-11-16,52.48,50.811
2009-11-13,50.68,50.14
2009-11-12,50.28,49.541
2009-11-11,50.68,49.731
2009-11-10,50.32,48.951
2009-11-09,51.35,48.924
2009-11-06,49.68,47.509
2009-11-05,49.77,46.946
2009-11-04,48.07,45.794
2009-11-03,48.1,45.468
2009-11-02,48.27,45.858
2009-10-30,47.8,45.477
2009-10-29,48.81,45.885
2009-10-28,47.22,45.713
2009-10-27,47.75,46.175
2009-10-26,48.29,45.939
2009-10-23,49.89,45.05
2009-10-22,51.07,45.35
2009-10-21,50.63,44.987
2009-10-20,51.89,45.168
2009-10-19,53.45,46.438
2009-10-16,53.19,46.085
2009-10-15,51.76,46.311
2009-10-14,52.51,46.402
2009-10-13,51.9,46.157
2009-10-12,51.66,46.339
2009-10-09,52.69,46.493
2009-10-08,52.3,45.876
2009-10-07,51.79,45.749
2009-10-06,52.29,46.194
2009-10-05,52.28,45.785
2009-10-02,51.4,45.522
2009-10-01,52.11,45.431
2009-09-30,54.15,46.946
2009-09-29,54.62,47.854
2009-09-28,53.07,46.992
2009-09-25,51.52,46.266
2009-09-24,51.79,46.293
2009-09-23,52.37,46.765
2009-09-22,53.14,46.547
2009-09-21,52.86,46.52
2009-09-18,53.02,47.01
2009-09-17,52.88,45.921
2009-09-16,52.36,45.223
2009-09-15,52.07,44.914
2009-09-14,50.97,44.706
2009-09-11,51.35,44.452
2009-09-10,50.49,44.252
2009-09-09,50.53,44.098
2009-09-08,49.5,44.17
2009-09-04,49.15,44.17
2009-09-03,48.46,43.49
2009-09-02,48.4,43.463
2009-09-01,48.77,44.279
2009-08-31,49.67,44.279
2009-08-28,51.04,44.325
2009-08-27,51.82,44.751
2009-08-26,47.82,44.361
2009-08-25,48.25,44.778
2009-08-24,47.13,44.96
